Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cambodia,KHM,300.6850949,321.2263004,339.0676984,362.4213785,408.6105184,474.2238766,539.8791529,631.675789,745.7877873,738.2326684,785.6928841,882.4901462,950.0244132,1028.419568,1098.687123,1163.18977,1269.907238,1384.423187
Kiribati,KIR,796.7937634,734.9492461,826.585504,1015.038605,1130.602806,1214.556667,1151.555618,1357.632211,1413.30234,1297.285141,1493.16051,1692.613277,1763.815497,1724.361737,1684.504274,1424.483611,1449.058231,1594.29287
St. Kitts and Nevis,KNA,9267.754945,10025.61636,10358.27279,9847.603546,10476.36357,11173.76056,12928.6329,13538.92858,14681.36684,14212.33957,13704.25445,14483.44351,13965.55811,14823.74859,15775.84594,16144.97781,16725.27965,17924.06546
"Korea, Rep.",KOR,11947.57913,11252.90755,12782.52553,14209.38852,15907.66583,18639.52221,20888.38015,23060.70788,20430.63946,18291.9196,22086.95292,24079.78852,24358.78218,25890.01867,27811.36638,27105.07623,27538.80613,29742.83886
Kuwait,KWT,18389.38433,16540.96761,17789.41981,22071.56961,26921.08278,35490.26132,42717.55725,45793.97614,55571.99806,37567.30121,38497.61696,48268.5912,51264.07134,48399.90581,42996.40812,28975.40108,,29040.36371
Latin America & Caribbean (excluding high income),LAC,4141.572963,3970.631986,3484.282366,3530.363931,4018.527774,4823.396534,5591.825327,6556.265271,7580.830903,7024.057155,8641.608853,9719.758004,9665.192518,9776.496851,9708.143056,8148.633593,7803.427624,8346.412653
Lao PDR,LAO,324.8450496,326.6408434,319.8270584,362.6252958,417.7516561,475.4164695,590.3013108,709.767087,899.4950787,948.1276421,1141.127115,1304.384015,1588.635866,1838.794779,2017.563344,2159.422978,2353.152875,2457.377414
Lebanon,LBN,5334.903329,5253.122599,5436.595223,5425.66907,5424.22356,5339.441291,5372.065899,6014.271115,7012.775759,8400.268878,8763.826274,8734.900653,8787.946608,8406.285153,8161.4614,8046.632851,7914.004677,8808.589448
Liberia,LBR,183.4149991,174.1815473,177.2851087,133.4945108,149.4452549,168.6480254,178.927099,210.3733292,232.061732,303.0667491,327.4205097,379.6895803,415.0361958,454.1222236,458.4651734,452.0380717,455.3707414,694.3195828
Libya,LBY,7145.628494,6269.580123,3705.442638,4676.967503,5806.083604,8171.361651,9344.987518,11308.56661,14396.04865,10296.97353,12120.56217,5602.549434,,,,,,5978.042926
St. Lucia,LCA,4996.267719,4693.861534,4684.104534,5117.859195,5504.479,5810.177324,6424.257427,6877.518168,7014.985314,6905.251306,7196.041342,7367.020393,7428.806631,7503.428129,7857.276796,8076.113132,7744.445173,9715.194786
Latin America & Caribbean,LCN,4310.139304,4143.036094,3664.97953,3724.372452,4246.385183,5075.116104,5877.191587,6845.634068,7859.904316,7299.886119,8943.0981,10047.17641,10021.23162,10154.67122,10052.77417,8492.733544,8156.590738,9271.592224
Least developed countries: UN classification,LDC,309.9631717,287.6225438,302.668347,334.0258923,374.1523255,427.2983816,488.0415549,580.2359766,704.8066449,704.3832867,777.3871006,863.072041,894.7982602,946.7258037,1002.48533,971.1153341,960.0742711,1072.665601
Low income,LIC,266.5891328,234.20173,246.0276433,262.7777854,291.323282,327.3206076,353.3552958,410.0263257,480.6615751,497.5484592,517.8028102,568.6102913,595.535809,624.7519405,656.1662413,625.6173857,615.0728017,787.6614514
Liechtenstein,LIE,74624.55996,74005.01045,79035.53479,89469.75087,99848.61504,104994.0183,113983.1678,130267.2433,142973.8309,125945.0096,141165.0829,158283.0763,149295.646,173528.1505,179478.5848,,,
Sri Lanka,LKA,875.412178,837.6990787,873.1472436,989.4547732,1074.606092,1259.807591,1448.76101,1644.816372,2054.489192,2106.681584,2819.511161,3220.992615,3350.521375,3610.289374,3820.540994,3844.89123,3835.394817,4073.736519
Lower middle income,LMC,570.979543,566.4238161,597.9983104,673.9359037,757.8607268,858.4626762,1004.224862,1216.548349,1346.664903,1358.292,1690.438872,1882.938227,1944.648155,1998.736617,2072.763831,2031.866444,2075.14175,2209.062654
Low & middle income,LMY,1176.746526,1170.895895,1177.574264,1312.896436,1536.315382,1806.23558,2117.59921,2592.322324,3073.486404,2962.932427,3574.057156,4169.553391,4375.093201,4583.844988,4681.736638,4386.288701,4334.007644,4670.29123
Lesotho,LSO,474.8197876,437.8190184,407.8093905,603.636279,781.5145936,862.9463118,915.7757504,918.4327017,934.4208563,923.1360931,1173.260212,1352.384303,1281.50016,1196.01335,1174.839214,1073.828093,998.1343716,1154.444246
Late-demographic dividend,LTE,1664.650429,1708.193987,1797.276054,2035.985998,2431.360183,2914.214444,3494.886953,4374.499333,5404.931182,5191.877256,6194.903862,7501.298523,7965.669246,8526.591957,8811.362469,8200.776001,8144.64578,8980.592498
Lithuania,LTU,3297.354701,3530.147337,4146.987928,5505.535669,6706.966998,7863.162009,9240.642548,12297.91535,14961.56818,11837.39103,11984.86857,14357.73679,14341.08306,15712.82376,16554.97139,14252.42853,14879.6803,16809.64826
Luxembourg,LUX,48735.99549,48179.42085,52930.64115,65445.88503,75716.35108,80289.69641,89739.7117,106018.4928,114293.8433,103198.6693,104965.3061,115761.5077,106749.0136,113751.8005,119172.7418,101909.8223,102831.3215,104498.7387
Latvia,LVA,3352.731296,3572.80513,4132.349207,5134.905694,6351.080125,7558.742006,9667.9757,14044.01589,16348.53121,12219.37379,11326.21947,13702.68947,13822.80559,15032.22924,15725.01374,13666.58336,14118.06391,15684.55852
"Macao SAR, China",MAC,15702.85553,15547.87353,16312.63772,17809.59815,22453.19235,25058.53593,29979.85447,36402.56051,40667.88423,40881.38064,52374.79445,66813.34974,76496.36619,89524.84436,94004.38983,75573.48071,73186.96014,80892.82133
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,
Morocco,MAR,1332.382358,1336.775376,1413.757176,1721.973863,1948.812275,2013.755559,2191.478567,2494.353552,2884.94776,2861.554005,2834.20472,3039.916016,2904.746728,3111.762887,3154.513484,2847.285569,2832.429777,3022.92792
Monaco,MCO,82534.87377,82552.56745,89061.05067,108978.4897,123382.0149,126655.5981,135535.0024,170156.6944,192989.1895,152111.598,144246.3688,162009.8778,,,,,,
Moldova,MDA,354.0037319,407.7302432,458.6778168,548.2896867,720.9409321,831.2052862,950.6482044,1230.434685,1695.972811,1525.526119,1631.535832,1970.571373,2046.536787,2243.979662,2244.763762,1832.499052,1900.201479,2290.23515
Madagascar,MDG,245.9390659,278.5557032,262.2859481,316.7998965,245.1235876,274.8197023,292.1507443,377.8482928,470.733254,415.6893226,412.7309341,454.963464,443.9061001,461.7230722,452.4631926,401.8575951,401.3188701,449.7223819
Maldives,MDV,2182.997011,2980.067598,3020.307239,3432.247841,3853.333408,3488.493769,4428.522898,5002.862285,5828.621374,5970.16059,6330.79498,6497.550443,6541.070465,7112.33575,7716.204015,8395.785198,8601.632488,11151.06921
Middle East & North Africa,MEA,3049.618085,3003.453331,2936.281032,3245.761013,3697.425576,4366.550494,5006.134326,5800.93976,7094.53171,6189.336927,7075.594877,8299.195131,8689.334404,8642.947677,8436.965314,7350.734343,7124.688573,7373.779695
Mexico,MEX,6720.902113,7031.378864,7106.082019,6751.998987,7199.059665,7986.798439,8767.920258,9330.341687,9689.052887,7748.123301,8959.581416,9834.472689,9820.532572,10298.86766,10452.27766,9143.128494,8201.306253,8910.333177
Marshall Islands,MHL,2126.91386,2206.697584,2391.485486,2434.714867,2517.694051,2646.133897,2758.489189,2893.369359,2928.130147,2917.262997,3142.609442,3286.416581,3513.962364,3617.752354,3461.645053,3385.904065,3448.535786,3843.119884
Middle income,MIC,1265.878091,1263.640602,1272.008169,1421.644249,1666.982598,1962.660489,2305.757559,2827.700659,3356.956416,3235.701169,3913.22049,4573.469083,4803.85864,5039.635738,5152.034291,4831.532381,4781.420377,5182.819069
"Macedonia, FYR",MKD,1854.145956,1815.920091,1961.203736,2408.80011,2762.561701,3037.754585,3325.613242,4036.140237,4793.292959,4543.890244,4542.904104,5064.041106,4698.689476,5211.4992,5469.217898,4834.136723,5237.14767,5414.614823
Mali,MLI,269.3483829,306.8473237,334.2024016,391.7912801,439.3572924,487.9402556,521.6425796,595.6368319,689.6784228,697.0153124,708.3707632,835.0889098,777.3476868,777.6059139,825.5729915,729.7205338,780.5071109,827.0064008
Malta,MLT,11039.05651,11021.78636,11843.93902,13689.98999,15109.05497,15835.34667,16671.5672,19375.5696,21928.70067,20675.58259,21087.79469,22821.8407,21930.80836,23930.18808,26180.92599,23819.4636,25058.17061,26748.20741
Myanmar,MMR,193.1874804,138.9249275,143.7760051,219.782326,219.8156688,247.2427006,296.9007284,410.4500001,643.9513703,741.0777116,987.7365832,1186.423937,1171.508257,1168.803947,1262.893782,1194.590137,1275.017608,1256.660675
Middle East & North Africa (excluding high income),MNA,1607.890245,1634.326636,1559.051733,1728.645041,1945.854198,2255.179123,2573.939569,3115.507626,3788.403802,3580.653159,4061.413671,4614.810531,4790.862173,4615.982237,4373.828063,3933.950105,,3791.753562
Montenegro,MNE,1627.042893,1909.583957,2106.243274,2789.10735,3380.199535,3674.617924,4383.595097,5957.145693,7325.703474,6698.079439,6682.281158,7318.742449,6586.719209,7186.429787,7378.345289,6461.192554,6701.00008,7784.06529
Mongolia,MNG,474.2133361,524.0145924,571.501883,646.0561295,797.8377432,998.8226671,1334.651896,1634.081431,2139.625631,1717.898761,2650.353659,3769.595255,4368.082248,4385.379355,4181.583321,3944.180039,3686.451698,3717.473389
Northern Mariana Islands,MNP,,,18672.83277,18376.79096,18427.42488,16644.70382,16048.50214,15761.26225,16350.05485,14279.55599,14681.02308,13628.08166,13980.41625,14434.82123,15348.46148,16819.9066,,28888.00232
Mozambique,MOZ,277.6486591,256.4414872,262.8840551,283.8911588,336.3318145,369.1545359,385.7567141,422.1461573,503.1277109,463.852618,419.2258149,526.5313517,566.0513873,605.9856081,623.2871141,528.3125597,382.0693304,426.2219619
Mauritania,MRT,477.4761024,464.229758,460.9542322,528.5806613,602.547286,697.7451989,944.1304851,1013.31028,1167.535689,1046.838051,1203.383675,1393.261593,1364.283745,1450.578038,1326.668802,1158.256469,1077.556136,1136.764591
Mauritius,MUS,3861.032414,3792.182152,3957.512906,4623.347642,5229.876738,5116.045424,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9252.110724,9627.595785,10490.50397
Malawi,MWI,153.2594872,146.7615397,290.9798977,260.1052517,274.2256294,280.3673842,297.6971211,320.2227274,372.842678,420.7379657,458.8681744,512.1254051,374.5018802,332.9223039,354.7253961,362.6575444,300.7948251,338.4844303
Malaysia,MYS,4045.170471,3915.115046,4167.364387,4463.675893,4955.477743,5593.822995,6222.982955,7269.17114,8513.629541,7326.744435,9071.356987,10405.12062,10779.49641,10882.27842,11183.96191,9643.644683,9502.568396,9951.544153
North America,NAC,35242.0642,35942.43627,36794.85361,38550.0799,40948.23418,43514.08192,45849.04082,47723.72747,48232.31001,46394.38485,48289.7003,50024.8203,51560.70464,52755.77925,54187.49409,54918.08328,55927.85589,58407.38221
Namibia,NAM,2057.995057,1834.294086,1713.047594,2482.36862,3288.257373,3573.146387,3881.209535,4202.510968,4029.065061,4153.497885,5191.583081,5600.971392,5749.404752,5488.131712,5421.343953,4737.669906,4140.461932,5230.771726
New Caledonia,NCL,12579.59511,,,,,,,,,,,,,,,,,
Niger,NER,158.4055972,165.2507247,177.8208384,215.8050408,232.5661574,250.0383731,258.0463873,292.55962,354.8185998,341.2894618,348.151511,375.5819866,391.5155024,416.1400838,430.6046498,358.9970301,363.2269739,378.0592523
Nigeria,NGA,379.1193264,351.7996666,459.4572117,512.650719,648.8150852,807.8938738,1019.743286,1136.829645,1383.893354,1097.661422,2327.32067,2527.942003,2755.297787,2996.964302,3221.678128,2655.157977,2177.98517,1968.425523
Nicaragua,NIC,1016.020743,1043.600758,1010.147277,1015.565314,1091.505157,1175.116225,1240.992617,1344.301871,1518.805386,1464.497754,1526.497938,1682.957924,1792.038045,1847.198049,1975.464707,2095.966488,2151.382047,2221.806445
Netherlands,NLD,25921.12794,26584.12169,28817.32321,35245.16407,39954.64222,41577.16009,44453.97119,51241.31562,56928.82048,51900.34009,50338.25483,53540.60536,49474.70561,51574.48942,52157.40687,44292.88473,45294.78,48482.76621
Norway,NOR,38146.71539,38549.58934,43061.15038,50111.65445,57570.26916,66775.3944,74114.69715,85128.65759,96880.50961,80017.77681,87646.75346,100574.9861,101563.7027,102910.435,97005.49856,74505.24654,70812.47742,75704.2487
Nepal,NPL,231.4255004,248.6183539,246.3075621,253.7200412,287.4001056,317.089198,348.6314534,393.8843518,473.8444409,480.7200909,592.1835216,692.1166842,681.7925868,688.6172788,706.2386977,743.7653489,729.5325011,849.0110426
Nauru,NRU,,,,,,,,2028.063733,3914.956935,4416.728353,4912.599558,7233.946609,10099.422,10036.18321,9872.638314,8052.888385,7821.298918,8844.742806
New Zealand,NZL,13641.10272,13882.85683,16874.31232,21913.70817,25420.39935,27750.89515,26670.86452,32509.73471,31287.77865,28200.94193,33691.34837,38426.55081,39970.25624,42889.88141,44503.24673,38201.89037,39426.6235,42583.08473
OECD members,OED,23659.63502,23275.07485,24115.43005,26830.12608,29656.76368,31126.9115,32576.88491,35346.18822,37121.26365,34481.87088,35889.11989,38363.45357,38044.64842,38252.27732,38738.82896,36280.54091,36741.36108,38283.35952
Oman,OMN,8601.185906,8476.610511,8629.101774,9069.810206,10129.28886,12376.97936,14408.0505,15805.13226,22075.03536,16784.34616,19280.74739,20986.00036,22134.91006,21268.7564,20458.45226,16627.36433,14982.35792,15267.44502
Other small states,OSS,4355.718915,4251.123457,4500.521096,5469.794626,6640.15467,7878.109342,9035.957783,10775.76204,12831.72149,10740.19843,12186.30734,14720.79199,15017.67629,15316.03511,15452.42229,12555.74778,11965.56091,13211.78863
Pakistan,PAK,533.8624114,510.6568157,499.8600033,563.594342,649.8048233,711.4699463,873.7702727,950.4327931,1039.312088,1006.603999,1040.142268,1226.215314,1261.208967,1272.441061,1316.980966,1431.244865,1468.192946,1547.853414
Panama,PAN,4060.299035,4046.372833,4126.140671,4267.13578,4591.892776,4916.54886,5348.518399,6068.086607,6973.92804,7429.628274,7937.259931,9270.723171,10589.82713,11685.97983,12593.73704,13134.04367,13680.23601,15196.39734
Peru,PER,1996.719689,1981.243653,2059.192958,2180.250997,2448.143899,2754.780029,3171.498056,3611.21047,4208.878011,4166.093387,5022.493191,5771.565878,6387.785281,6583.116248,6491.05245,6030.343259,6045.650077,6571.928645
Philippines,PHL,1038.910977,957.2807441,1000.068135,1010.553196,1079.03715,1194.697155,1391.772325,1672.685433,1919.466195,1825.341521,2129.499242,2352.518156,2581.818554,2760.289146,2842.938353,2878.33837,2951.071929,2988.952703
Palau,PLW,7786.179922,8245.722531,8352.917135,8116.751269,8851.747122,9710.640008,9729.162502,9743.487771,9793.355745,9163.307443,8978.993649,9704.35458,10318.91319,10932.12237,11894.37755,13500.5637,13626.00567,13338.09655
Papua New Guinea,PNG,631.9468526,539.0041528,511.6650773,588.3582595,637.3616215,770.5773486,854.3469021,956.6608952,1178.702469,1166.66337,1366.879112,1770.867119,2071.318741,2029.953604,2182.716565,,,2488.899697
Poland,POL,4492.727604,4981.198619,5196.932921,5693.52416,6681.178818,8021.251569,9040.770206,11260.31852,14001.44688,11527.59323,12599.52486,13893.18768,13145.10484,13780.54911,14341.6705,12565.9876,12372.41706,13863.54842
Pre-demographic dividend,PRE,382.1614781,352.1240285,404.0754068,453.8188228,534.1355541,642.9702167,779.9945704,927.8713845,1150.58626,1017.574209,1359.964472,1527.562896,1630.96372,1731.064103,1796.558788,1517.467971,1358.75149,1433.813358
Puerto Rico,PRI,16192.1296,18243.71775,18972.76853,19820.20729,20988.99233,21959.32271,22935.94115,23664.88235,24898.33884,25768.73605,26435.74019,27278.87489,27811.54815,28703.74835,,,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,
Portugal,PRT,11502.39681,11729.14616,12882.28897,15772.7334,18045.5881,18784.9485,19821.44463,22780.05845,24815.60884,23063.97161,22538.65408,23196.18375,20577.40264,21618.73534,22077.53613,19220.00681,19813.30825,21291.43121
Paraguay,PRY,1545.626423,1417.260582,1148.229882,1174.779347,1408.527976,1507.145691,1809.710539,2312.192926,3059.992184,2599.596259,3225.591754,3988.011894,3855.537735,4479.905858,4712.822736,4109.367724,4080.204644,5823.766137
West Bank and Gaza,PSE,1476.17185,1335.553195,1156.217473,1257.69857,1337.565724,1455.187875,1441.4617,1575.5634,1855.45702,1963.201519,2338.719877,2664.951385,2787.169738,2992.200995,2960.778004,2865.805109,2943.404534,3094.725747
Pacific island small states,PSS,1755.740409,1699.980205,1767.866656,2051.46672,2344.207487,2544.067974,2641.331369,2859.239552,3040.740789,2643.564012,2891.657505,3383.344674,3570.319075,3641.374476,3769.465088,3635.985916,3720.736631,3996.72394
Post-demographic dividend,PST,25752.40005,25390.1767,26348.92713,29412.72902,32514.17329,34047.35587,35617.43545,38627.86706,40561.49962,37991.20564,39432.99023,42211.56319,41960.15789,42131.00068,42728.42811,40163.05084,40873.19473,42683.07439
French Polynesia,PYF,14530.7772,,,,,,,,,,,,,,,,,
Qatar,QAT,29986.29015,28430.63635,29990.65492,34176.98183,41818.35256,51488.49529,60256.55926,67005.61258,82967.37228,61478.23813,70306.22784,85948.07046,88564.82298,88304.87958,86852.71019,66346.52267,59330.85999,63249.42243
Romania,ROU,1668.162731,1839.72945,2124.873613,2774.955806,3552.92452,4676.315183,5828.745662,8214.185378,10136.47356,8220.108329,8297.483621,9200.277825,8558.397606,9585.266593,10020.27733,8958.788593,9474.130604,10819.24402
Russian Federation,RUS,1771.586602,2100.362386,2375.059044,2975.132778,4102.372294,5323.473877,6920.194398,9101.253085,11635.26037,8562.809598,10674.98771,14212.06087,15154.45687,15543.67653,14125.9061,9329.298351,8748.364504,10749.05607
Rwanda,RWA,216.172747,201.0569654,196.5097078,212.6619491,236.9114381,287.0931877,342.3656294,404.8533039,500.6687264,539.1538211,563.4910487,617.3107648,678.0796973,688.8768557,706.5699517,710.3483907,702.8356016,748.2920943
South Asia,SAS,443.3858408,446.7641742,461.4072817,529.4439209,603.4967986,680.0542073,765.3266456,953.7910318,956.5931121,1035.974166,1252.12462,1373.649425,1370.346004,1386.542422,1496.713766,1550.86325,1639.712259,1870.161523
Saudi Arabia,SAU,9126.954277,8643.494004,8655.311531,9567.458285,11138.80746,13739.82945,15334.66994,16472.16605,20037.83234,16094.2931,19259.58726,23770.74739,25303.09462,24934.38614,24575.40304,20732.86172,20028.64821,20849.29137
Sudan,SDN,361.0305843,377.5254454,412.1517561,477.7384078,565.0569459,679.7539949,893.8793645,1115.6952,1291.528826,1226.884381,1476.478087,1666.857757,1892.894352,1955.660799,2176.898029,2513.884661,2415.038162,2898.549346
Senegal,SEN,473.4500338,481.2870397,513.026227,642.7663113,733.0581811,773.8698713,809.8038296,950.3978522,1100.336708,1020.566464,1001.631377,1080.253021,1036.405018,1048.912351,1052.443873,908.7256145,958.0737379,1329.304228
Singapore,SGP,23792.60707,21577.07823,22016.83279,23573.62804,27405.27136,29869.85398,33579.85948,39223.58187,39721.04818,38577.55822,46569.67951,53166.67581,54431.16199,56029.18914,56336.07234,53629.73746,52960.71419,57714.29663
Solomon Islands,SLB,1054.518572,944.81684,784.9562874,744.7657423,818.442619,880.8748508,948.6592511,1046.931125,1205.791067,1158.282672,1272.448025,1642.837974,1858.689868,1880.5159,2009.652622,1922.041388,2005.483643,2132.115068
Sierra Leone,SLE,139.3147734,227.7790471,249.9395402,263.7618312,263.1045817,287.6891942,322.313468,358.8274716,406.3759178,394.5932439,405.1284018,445.052005,561.8984239,710.8186998,708.4394757,587.5038233,496.0494634,499.5291033
El Salvador,SLV,2238.401016,2338.772244,2408.4125,2519.737387,2632.709942,2835.281237,3062.951768,3304.838107,3507.347674,3366.482133,3474.392445,3736.58713,3827.786267,3895.664491,3988.771871,4127.11775,4223.584579,3889.308769
San Marino,SMR,28226.26167,29364.06718,31291.81786,39411.15762,45637.00667,47038.87156,49604.9215,56295.40528,62596.94756,,,,,,,,,48888.02517
Somalia,SOM,,,,,,,,,,,,,,407.5432354,417.8900143,426.0098537,434.2088097,478.3441749
Serbia,SRB,870.1365252,1634.875061,2149.909404,2832.490652,3331.228766,3528.131008,4129.758741,5458.121718,6701.773913,5821.305397,5411.877404,6423.291783,5659.380204,6353.826383,6200.173221,5237.255334,5348.294064,5901.223013
Sub-Saharan Africa (excluding high income),SSA,548.5327859,497.3747222,519.1009552,646.0609227,782.265914,895.6734748,1018.584714,1153.309068,1281.631213,1197.224029,1551.020025,1699.119933,1734.32711,1776.493064,1812.549458,1590.962126,1448.747819,1573.497227
South Sudan,SSD,,,,,,,,,1678.711862,1264.789908,1562.239346,1706.090713,958.4550081,1186.101325,1151.861715,758.7205782,,
Sub-Saharan Africa,SSF,549.3909631,498.2282104,520.0356543,646.9667935,783.3131814,896.7842796,1019.774251,1154.47109,1282.662213,1198.094706,1551.967062,1700.137272,1735.385865,1777.807485,1813.83434,1592.244427,1449.997358,1574.766606
Small states,SST,4311.261094,4255.741778,4488.778947,5277.667103,6250.22889,7324.764905,8344.693053,9802.691753,11565.24452,9695.860806,10919.52311,12973.13789,13270.05071,13526.30097,13642.35546,11407.0247,10883.09281,11979.44727
Sao Tome and Principe,STP,,510.0216381,555.8185378,649.3402153,693.3045683,810.860157,843.8009447,894.0927988,1126.462102,1099.571046,1129.754961,1304.326189,1380.949959,1619.532678,1821.878734,1624.603963,1756.06147,1921.284473
Suriname,SUR,1888.61829,1598.077512,2232.513244,2603.139009,3006.48773,3595.088055,5207.90002,5761.39536,6858.163158,7443.850178,8303.31332,8318.97692,9272.413453,9484.568098,9564.406383,8818.982566,6484.432731,5317.389539
Slovak Republic,SVK,5402.929754,5708.082659,6524.861878,8696.913242,10654.79371,11669.41975,13139.03218,16057.73314,18650.35912,16512.98197,16600.61359,18187.15744,17274.6423,18191.61279,18595.15111,16089.74846,16495.98768,17579.2594
Slovenia,SVN,10227.73677,10479.29634,11814.09994,14880.47154,17260.90151,18169.18091,19726.1265,23841.31792,27501.81027,24633.79785,23437.47202,24985.24827,22486.47167,23150.31799,24020.67286,20729.86383,21304.57016,23601.40278
Sweden,SWE,29283.00505,26969.24457,29571.70446,36961.42537,42442.22045,43085.35315,46256.4716,53324.37937,55746.84238,46207.0592,52076.25591,59593.28711,57134.07707,60283.24522,59180.19898,50585.25847,51599.86887,53253.47664
Swaziland,SWZ,1637.450067,1437.634951,1324.996228,2020.994049,2529.633557,2873.862141,2937.360723,3047.48798,2842.438422,3032.517125,3690.239336,3934.273025,3851.501547,3598.705972,3464.035169,3136.92511,2775.153908,3242.751065
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,
Seychelles,SYC,7578.851053,7663.13708,8331.261997,8524.961236,10176.65871,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12845.17363,15687.34795,15570.77892,15390.04064,15075.71944,15629.30594
Syrian Arab Republic,SYR,1177.629268,1258.421953,1263.013455,1253.391403,1408.852738,1577.457182,1762.246107,2058.035209,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,
Chad,TCD,166.0231785,197.3156442,220.8054821,292.5914364,454.6765879,660.2421396,712.1847694,801.683884,929.7702391,804.4559039,896.5697341,989.2363633,973.4702574,986.0103177,1025.998515,777.2487051,664.2956519,662.5001146
East Asia & Pacific (IDA & IBRD countries),TEA,968.5214203,1020.76888,1119.702935,1256.545766,1445.187261,1657.843989,1979.475163,2485.188667,3123.026903,3364.163251,4051.163864,4916.688093,5445.490242,5968.388494,6371.731391,6583.822474,6655.845797,7201.538993
Europe & Central Asia (IDA & IBRD countries),TEC,2048.81101,2085.762993,2343.828673,2885.633179,3728.200514,4665.841647,5638.320889,7227.061174,8921.348113,7039.934838,8234.343255,9920.94204,10254.67411,10770.39824,10263.52515,7942.031387,7573.197663,8489.240866
Togo,TGO,260.3932935,260.6394652,280.8032123,310.4370144,349.9937253,372.1721837,377.336029,420.7604743,513.391914,499.6468713,487.9238913,562.3393592,563.6894247,579.434805,620.1318489,551.1308346,578.4616936,610.1517301
Thailand,THA,2007.564826,1893.145377,2096.054617,2358.930629,2659.839108,2893.651356,3368.952576,3972.206475,4378.687406,4212.054902,5075.302176,5491.159981,5859.915622,6171.262444,5941.84071,5814.863134,5907.913432,6595.004125
Tajikistan,TJK,138.4366033,170.8159721,189.3878519,236.3014438,309.2801834,337.359236,404.2872665,520.035956,706.0914128,666.3458569,738.3475227,834.5412953,954.7205253,1040.214412,1104.459019,918.6771543,795.8438644,801.0508713
Turkmenistan,TKM,643.1750108,774.4763388,967.9017468,1283.885977,1453.917166,1704.51475,2136.66815,2600.371428,3904.467675,4036.459223,4439.203,5649.978486,6675.262954,7304.420525,7962.365824,6432.668768,6389.334143,6586.625863
Latin America & the Caribbean (IDA & IBRD countries),TLA,4225.979123,4037.644295,3538.16105,3589.91297,4114.148202,4949.774375,5749.539527,6729.166791,7761.299012,7181.893559,8861.671986,9983.455283,9948.465947,10075.95338,9965.700218,8379.778256,8044.149284,9108.508585
Timor-Leste,TLS,422.208633,506.4249869,480.6105052,471.4565823,467.5438297,478.331859,441.53226,524.8959363,643.719101,757.3114436,849.8626972,1014.56179,1117.77724,1107.765674,1153.515708,1161.760935,,2279.253204
Middle East & North Africa (IDA & IBRD countries),TMN,1609.105126,1637.432987,1563.378652,1733.7548,1952.553442,2264.048491,2586.569248,3132.797973,3810.35475,3599.124188,4081.234025,4637.487581,4814.396667,4634.991034,4390.410203,3946.376618,,3799.867898
Tonga,TON,2063.207236,1837.977391,1842.404421,2029.714718,2284.307858,2594.74999,2892.522663,2932.315883,3392.64743,3070.846563,3547.590975,4045.018866,4501.542462,4266.557174,4192.349758,4093.775387,3688.874636,3959.079757
South Asia (IDA & IBRD),TSA,443.3858408,446.7641742,461.4072817,529.4439209,603.4967986,680.0542073,765.3266456,953.7910318,956.5931121,1035.974166,1252.12462,1373.649425,1370.346004,1386.542422,1496.713766,1550.86325,1639.712259,1870.161523
Sub-Saharan Africa (IDA & IBRD countries),TSS,549.3909631,498.2282104,520.0356543,646.9667935,783.3131814,896.7842796,1019.774251,1154.47109,1282.662213,1198.094706,1551.967062,1700.137272,1735.385865,1777.807485,1813.83434,1592.244427,1449.997358,1574.766606
Trinidad and Tobago,TTO,6430.947262,6935.721451,7049.626612,8804.518666,10290.51914,12323.12705,14095.96337,16530.18044,21188.11857,14508.8796,16683.94578,19053.97067,19152.05301,19607.83283,19325.24283,17321.83373,15377.09881,16126.37095
Tunisia,TUN,2213.914088,2254.933126,2346.05937,2761.969249,3112.835029,3194.562243,3371.71231,3778.184171,4310.093026,4129.977335,4140.15177,4256.91279,4137.554021,4199.470253,4271.681702,3828.091589,3688.646375,3464.41689
Turkey,TUR,4316.553895,3119.637106,3660.00507,4718.501291,6040.72953,7384.354661,8034.869161,9709.490246,10850.68975,9036.499911,10672.05693,11341.13395,11720.30843,12542.93565,12127.22522,10979.52569,10787.60934,10546.15256
Tuvalu,TUV,1458.817097,1387.357543,1603.631992,1866.599625,2176.564747,2178.02921,2259.333279,2638.911845,2929.42164,2595.639908,3021.889528,3698.910096,3718.018711,3542.135089,3415.813158,2970.027974,3083.615251,3549.974741
Tanzania,TZA,306.7238273,304.339284,308.0565528,323.0721066,345.189237,442.2528543,471.5273761,528.063562,651.2624387,658.7579527,701.6045501,733.4128065,820.1562898,901.7314303,950.3743138,872.2940933,879.193814,958.4456832
